Time,power LinkyHouse1,,,,,,,,,,,,,,
7/26/2025 3:29,2.45,,,,5.8,0.030273438,33.03225806,,,,,,,,
7/26/2025 3:30,1.8,,34.35114504,,5.24,,,,,,,,,,
7/26/2025 3:30,3.1,,34.38735178,,5,donne:,171.7557252,or cela est perçu comme:,,,5.426339236,,,,
7/26/2025 3:30,2.25,,34.69387755,,Vmax,5.8,,donc attente de:,,,38.68303821,,,,
7/26/2025 3:30,2.3,,35.16746411,,Vmin,5,,,,,,,,,
7/26/2025 3:30,2.5,,34.74576271,,Tmin,20,,,,,,,,,
7/26/2025 3:30,2.7,,33.22683706,,Tmax,60,,,,,,,,,
7/26/2025 3:31,1.75,,,,,,,,,,,,,,
7/26/2025 3:31,1.65,,,,Voltagethreshold,,6.1,202.6837061,,#NAME?,,,,,
7/26/2025 3:31,2.25,,,,Voltagethreshold 2,,,,,,,,,,
7/26/2025 3:31,1.95,,,,,,,,,,,,,208,6.26
7/26/2025 3:31,4.83,,Si je suis à 5.5V,,Wemo voit:,5.479745646,,,,,,,6.26,183,5.45
7/26/2025 3:32,1.75,,Si je suis à 6V,,Wemo voit:,6.03534345,,,,,,,5.45,181,5.24
7/26/2025 3:32,1.5,,,,,,,,,,,,5.24,174,5.06
7/26/2025 3:32,7.15,,,,,,,,,,,,5.06,170,4.9
7/26/2025 3:32,-8.1,,0.523603487,,,,,,,,,,4.9,147,4.18
7/26/2025 3:32,1.07,,threshold1,160,5.3V,,,,,,,,4.18,123,3.54
7/26/2025 3:32,1.65,,threshold2,187,4.5V,,,,,,,,3.54,,
7/26/2025 3:33,0,,Vin,3.3,,,,,,,,,,,
7/26/2025 3:33,2.2,,Vref,4.9,,,,,,,,,,,
7/26/2025 3:33,0,,returned value,172.4081633,,,,,,,,,,,
7/26/2025 3:35,-1.7,,,,,,,,,,,,,,
7/26/2025 3:36,-0.9,,,,,,,,,,,,,,
7/26/2025 3:36,-1.85,,,,,,,,,,,,,,
7/26/2025 3:36,-1.6,,,,,,,,,,,,,,
7/26/2025 3:36,-1.85,,,,,,,,,,,,,,
7/26/2025 3:37,0,,,,,,,,,,,,,,
7/26/2025 3:37,-1.7,,,,,,,,,,,,,,
7/26/2025 3:37,44.2,,,,,,,,,,,,,,
7/26/2025 3:38,-2.25,,,,,,,,,,,,,,
7/26/2025 3:38,0,,,,,,,,,,,,,,
7/26/2025 3:38,-1.45,,,,,,,,,,,,,,
7/26/2025 3:39,-2.3,,,,,,,,,,,,,,
7/26/2025 3:39,-2.3,,,,,,,,,,,,,,
7/26/2025 3:39,-3.95,,,,,,,,,,,,,,
7/26/2025 3:39,-6.7,,,,,,,,,,,,,,
7/26/2025 3:39,-6.5,,,,,,,,,,,,,,
7/26/2025 3:40,-8.6,,,,,,,,,,,,,,
7/26/2025 3:40,-8.8,,,,,,,,,,,,,,
7/26/2025 3:40,-9.7,,,,,,,,,,,,,,
7/26/2025 3:40,-9.2,,,,,,,,,,,,,,
7/26/2025 3:41,-9.9,,,,,,,,,,,,,,
7/26/2025 3:41,-11.3,,,,,,,,,,,,,,
7/26/2025 3:41,-10.6,,,,,,,,,,,,,,
7/26/2025 3:41,-9.75,,,,,,,,,,,,,,
7/26/2025 3:42,-11.3,,,,,,,,,,,,,,
7/26/2025 3:42,-11.8,,,,,,,,,,,,,,
7/26/2025 3:42,-7.25,,,,,,,,,,,,,,
7/26/2025 3:42,-12,,,,,,,,,,,,,,
7/26/2025 3:42,-7.85,,,,,,,,,,,,,,
7/26/2025 3:42,-11.2,,,,,,,,,,,,,,
7/26/2025 3:43,-5.95,,,,,,,,,,,,,,
7/26/2025 3:43,-12.8,,,,,,,,,,,,,,
7/26/2025 3:43,-12.4,,,,,,,,,,,,,,
7/26/2025 3:43,-12.8,,,,,,,,,,,,,,
